CMD-MIJAM,CMD-MIJAM-frequency,CMD-GMWI2,CMD-GMWI2-frequency,GMHI-MIJAM,GMHI-MIJAM-frequency,GMHI-GMWI2,GMHI-GMWI2-frequency
s__Lachnoclostridium_sp_An14,7,,,PWY-7316: dTDP-N-acetylviosamine biosynthesis,2,,
s__Lactococcus_lactis,7,,,"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)",2,,
s__Parabacteroides_goldsteinii,7,,,PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide),2,,
s__Ruminococcus_sp_CAG_563,7,,,PWY-7446: sulfoquinovose degradation I,2,,
AEROBACTINSYN-PWY: aerobactin biosynthesis,6,,,PWY-8073: lipid IVA biosynthesis (P. putida),2,,
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,6,,,"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",2,,
DAPLYSINESYN-PWY: L-lysine biosynthesis I,6,,,PWY66-429: fatty acid biosynthesis initiation (mitochondria),2,,
ENTBACSYN-PWY: enterobactin biosynthesis,6,,,PYRIDNUCSAL-PWY: NAD salvage pathway I,2,,
FERMENTATION-PWY: mixed acid fermentation,6,,,REDCITCYC: TCA cycle VIII (helicobacter),2,,
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,6,,,RUMP-PWY: formaldehyde oxidation I,2,,
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation,6,,,s__Abiotrophia_defectiva,2,,
ORNDEG-PWY: superpathway of ornithine degradation,6,,,s__Atopobium_rimae,2,,
P108-PWY: pyruvate fermentation to propanoate I,6,,,s__Bacteroides_uniformis,2,,
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",6,,,s__Burkholderiales_bacterium_1_1_47,2,,
P241-PWY: coenzyme B biosynthesis,6,,,s__Campylobacter_hominis,2,,
P261-PWY: coenzyme M biosynthesis I,6,,,s__Clostridium_ramosum,2,,
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",6,,,s__Erysipelotrichaceae_bacterium_2_2_44A,2,,
PHOTOALL-PWY: oxygenic photosynthesis,6,,,s__Lachnospiraceae_bacterium_2_1_58FAA,2,,
PPGPPMET-PWY: ppGpp biosynthesis,6,,,s__Lachnospiraceae_bacterium_5_1_57FAA,2,,
PROPFERM-PWY: L-alanine fermentation to propanoate and acetate,6,,,s__Lachnospiraceae_bacterium_5_1_63FAA,2,,
PWY-2941: L-lysine biosynthesis II,6,,,s__Parabacteroides_goldsteinii,2,,
PWY-4722: creatinine degradation II,6,,,s__Parabacteroides_merdae,2,,
PWY-5850: superpathway of menaquinol-6 biosynthesis I,6,,,s__Peptostreptococcus_anaerobius,2,,
PWY-6606: guanosine nucleotides degradation II,6,,,s__Ruminococcus_sp_5_1_39BFAA,2,,
"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis",6,,,s__Streptococcus_intermedius,2,,
"PWY-7013: L-1,2-propanediol degradation",6,,,s__Streptococcus_macedonicus,2,,
PWY-7094: fatty acid salvage,6,,,THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,2,,
PWY-7118: chitin degradation to ethanol,6,,,COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,1,,
PWY-7208: superpathway of pyrimidine nucleobases salvage,6,,,DENITRIFICATION-PWY: nitrate reduction I (denitrification),1,,
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,6,,,ECASYN-PWY: enterobacterial common antigen biosynthesis,1,,
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,6,,,FERMENTATION-PWY: mixed acid fermentation,1,,
PWY-7399: methylphosphonate degradation II,6,,,GALACTITOLCAT-PWY: galactitol degradation,1,,
PWY-7456: mannan degradation,6,,,GALACTUROCAT-PWY: D-galacturonate degradation I,1,,
PWY-7616: methanol oxidation to carbon dioxide,6,,,GLUCONEO-PWY: gluconeogenesis I,1,,
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),6,,,GLUDEG-I-PWY: GABA shunt,1,,
PWY490-3: nitrate reduction VI (assimilatory),6,,,GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),1,,
s__Actinomyces_graevenitzii,6,,,HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),1,,
s__Actinomyces_sp_HMSC035G02,6,,,KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,1,,
s__Clostridium_celatum,6,,,NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),1,,
s__Dialister_succinatiphilus,6,,,P161-PWY: acetylene degradation (anaerobic),1,,
s__Eubacterium_ramulus,6,,,PENTOSE-P-PWY: pentose phosphate pathway,1,,
s__Eubacterium_ventriosum,6,,,PWY-181: photorespiration,1,,
s__Firmicutes_bacterium_CAG_94,6,,,PWY-5044: purine nucleotides degradation I (plants),1,,
s__Flavonifractor_sp_An10,6,,,PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),1,,
s__Phascolarctobacterium_faecium,6,,,PWY-5189: tetrapyrrole biosynthesis II (from glycine),1,,
s__Pseudoflavonifractor_sp_An184,6,,,PWY-5690: TCA cycle II (plants and fungi),1,,
s__Pseudomonas_aeruginosa_group,6,,,PWY-5692: allantoin degradation to glyoxylate II,1,,
s__Veillonella_sp_T11011_6,6,,,PWY-5838: superpathway of menaquinol-8 biosynthesis I,1,,
s__Veillonella_tobetsuensis,6,,,PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,1,,
URDEGR-PWY: superpathway of allantoin degradation in plants,6,,,PWY-6160: 3-dehydroquinate biosynthesis II (archaea),1,,
CENTFERM-PWY: pyruvate fermentation to butanoate,5,,,PWY-6562: norspermidine biosynthesis,1,,
CODH-PWY: reductive acetyl coenzyme A pathway,5,,,PWY-6823: molybdopterin biosynthesis,1,,
ECASYN-PWY: enterobacterial common antigen biosynthesis,5,,,PWY-6891: thiazole biosynthesis II (Bacillus),1,,
GLUCARDEG-PWY: D-glucarate degradation I,5,,,PWY-6936: seleno-amino acid biosynthesis,1,,
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff,5,,,PWY-6936: seleno-amino acid biosynthesis (plants),1,,
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,5,,,"PWY-6992: 1,5-anhydrofructose degradation",1,,
P562-PWY: myo-inositol degradation I,5,,,"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",1,,
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative),5,,,PWY-7185: UTP and CTP dephosphorylation I,1,,
PWY-5367: petroselinate biosynthesis,5,,,PWY-7199: pyrimidine deoxyribonucleosides salvage,1,,
PWY-5677: succinate fermentation to butanoate,5,,,PWY-7208: superpathway of pyrimidine nucleobases salvage,1,,
PWY-5747: 2-methylcitrate cycle II,5,,,PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic),1,,
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes),5,,,"PWY-7237: myo-, chiro- and scyllo-inositol degradation",1,,
"PWY-6396: superpathway of 2,3-butanediol biosynthesis",5,,,PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,1,,
PWY-6531: mannitol cycle,5,,,PWY-7294: xylose degradation IV,1,,
PWY-6608: guanosine nucleotides degradation III,5,,,PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,1,,
PWY-6629: superpathway of L-tryptophan biosynthesis,5,,,PWY-7356: thiamine diphosphate salvage IV (yeast),1,,
PWY-6731: starch degradation III,5,,,"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",1,,
PWY-6891: thiazole biosynthesis II (Bacillus),5,,,PWY0-1338: polymyxin resistance,1,,
PWY-6901: superpathway of glucose and xylose degradation,5,,,PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III,1,,
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast),5,,,PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),1,,
"PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I",5,,,PWY66-422: D-galactose degradation V (Leloir pathway),1,,
PWY0-1061: superpathway of L-alanine biosynthesis,5,,,PWY66-430: myristate biosynthesis (mitochondria),1,,
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,5,,,s__Bacteroides_sp_4_3_47FAA,1,,
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,5,,,s__Butyrivibrio_crossotus,1,,
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis,5,,,s__Clostridium_difficile,1,,
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),5,,,s__Clostridium_scindens,1,,
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),5,,,s__Clostridium_sp_ATCC_BAA_442,1,,
s__Aeriscardovia_aeriphila,5,,,s__Collinsella_aerofaciens,1,,
s__Bacteroides_coprophilus,5,,,s__Collinsella_intestinalis,1,,
s__Clostridium_methylpentosum,5,,,s__Enterococcus_avium,1,,
s__Eubacterium_callanderi,5,,,s__Enterococcus_casseliflavus,1,,
s__Eubacterium_dolichum_CAG_375,5,,,s__Erysipelotrichaceae_bacterium_21_3,1,,
s__Faecalicoccus_pleomorphus,5,,,s__Fusobacterium_ulcerans,1,,
s__Lachnoclostridium_sp_An138,5,,,s__Holdemania_sp_AP2,1,,
s__Lactobacillus_oris,5,,,s__Lachnospiraceae_bacterium_1_4_56FAA,1,,
s__Prevotella_sp_CAG_279,5,,,s__Lactobacillus_casei_paracasei,1,,
s__Prevotella_timonensis,5,,,s__Lactobacillus_curvatus,1,,
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,5,,,s__Lactobacillus_rhamnosus,1,,
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis,4,,,s__Paraprevotella_xylaniphila,1,,
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate,4,,,s__Porphyromonas_somerae,1,,
DENITRIFICATION-PWY: nitrate reduction I (denitrification),4,,,s__Proteus_mirabilis,1,,
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,4,,,s__Ruminococcus_flavefaciens,1,,
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,4,,,s__Ruminococcus_obeum,1,,
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),4,,,s__Streptococcus_cristatus,1,,
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",4,,,s__Streptococcus_infantis,1,,
HISTSYN-PWY: L-histidine biosynthesis,4,,,s__Streptococcus_tigurinus,1,,
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),4,,,SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,1,,
METHANOGENESIS-PWY: methanogenesis from H2 and CO2,4,,,TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis,1,,
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),4,,,URDEGR-PWY: superpathway of allantoin degradation in plants,1,,
P42-PWY: incomplete reductive TCA cycle,4,,,URSIN-PWY: ureide biosynthesis,1,,
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,4,,,,,,
PWY-3801: sucrose degradation II (sucrose synthase),4,,,,,,
PWY-4242: pantothenate and coenzyme A biosynthesis III,4,,,,,,
PWY-4321: L-glutamate degradation IV,4,,,,,,
PWY-5103: L-isoleucine biosynthesis III,4,,,,,,
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),4,,,,,,
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis,4,,,,,,
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,4,,,,,,
PWY-6185: 4-methylcatechol degradation (ortho cleavage),4,,,,,,
PWY-6215: 4-chlorobenzoate degradation,4,,,,,,
PWY-6270: isoprene biosynthesis I,4,,,,,,
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),4,,,,,,
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),4,,,,,,
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,4,,,,,,
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,4,,,,,,
PWY-6703: preQ0 biosynthesis,4,,,,,,
PWY-6737: starch degradation V,4,,,,,,
PWY-6892: thiazole biosynthesis I (E. coli),4,,,,,,
PWY-7111: pyruvate fermentation to isobutanol (engineered),4,,,,,,
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,4,,,,,,
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,4,,,,,,
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,4,,,,,,
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,4,,,,,,
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis,4,,,,,,
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),4,,,,,,
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",4,,,,,,
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)",4,,,,,,
PWY-7391: isoprene biosynthesis II (engineered),4,,,,,,
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),4,,,,,,
PWY0-1261: anhydromuropeptides recycling,4,,,,,,
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,4,,,,,,
PWY5F9-12: biphenyl degradation,4,,,,,,
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome),4,,,,,,
PWY66-409: superpathway of purine nucleotide salvage,4,,,,,,
PWY66-422: D-galactose degradation V (Leloir pathway),4,,,,,,
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate),4,,,,,,
s__Blautia_wexlerae,4,,,,,,
s__Clostridium_sp_CAG_510,4,,,,,,
s__Lactobacillus_acidophilus,4,,,,,,
s__Lactobacillus_crispatus,4,,,,,,
s__Megasphaera_micronuciformis,4,,,,,,
s__Prevotella_sp_CAG_520,4,,,,,,
s__Ruminococcus_obeum_CAG_39,4,,,,,,
s__Succinatimonas_hippei,4,,,,,,
s__Weissella_cibaria,4,,,,,,
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,4,,,,,,
VALSYN-PWY: L-valine biosynthesis,4,,,,,,
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),3,,,,,,
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,3,,,,,,
COLANSYN-PWY: colanic acid building blocks biosynthesis,3,,,,,,
FASYN-ELONG-PWY: fatty acid elongation -- saturated,3,,,,,,
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli),3,,,,,,
GALACTARDEG-PWY: D-galactarate degradation I,3,,,,,,
GLUCONEO-PWY: gluconeogenesis I,3,,,,,,
ILEUDEG-PWY: L-isoleucine degradation I,3,,,,,,
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),3,,,,,,
PWY-1622: formaldehyde assimilation I (serine pathway),3,,,,,,
PWY-181: photorespiration,3,,,,,,
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",3,,,,,,
PWY-3841: folate transformations II,3,,,,,,
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,3,,,,,,
PWY-4984: urea cycle,3,,,,,,
PWY-5097: L-lysine biosynthesis VI,3,,,,,,
PWY-5667: CDP-diacylglycerol biosynthesis I,3,,,,,,
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",3,,,,,,
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",3,,,,,,
PWY-5971: palmitate biosynthesis II (bacteria and plants),3,,,,,,
PWY-6113: superpathway of mycolate biosynthesis,3,,,,,,
PWY-6123: inosine-5'-phosphate biosynthesis I,3,,,,,,
PWY-6145: superpathway of sialic acids and CMP-sialic acids biosynthesis,3,,,,,,
PWY-6168: flavin biosynthesis III (fungi),3,,,,,,
PWY-621: sucrose degradation III (sucrose invertase),3,,,,,,
PWY-6317: galactose degradation I (Leloir pathway),3,,,,,,
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),3,,,,,,
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,3,,,,,,
PWY-6527: stachyose degradation,3,,,,,,
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,3,,,,,,
PWY-6700: queuosine biosynthesis,3,,,,,,
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic),3,,,,,,
PWY-6785: hydrogen production VIII,3,,,,,,
PWY-6859: all-trans-farnesol biosynthesis,3,,,,,,
PWY-7199: pyrimidine deoxyribonucleosides salvage,3,,,,,,
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast),3,,,,,,
PWY-7345: superpathway of anaerobic sucrose degradation,3,,,,,,
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates),3,,,,,,
PWY-7400: L-arginine biosynthesis IV (archaebacteria),3,,,,,,
PWY-7663: gondoate biosynthesis (anaerobic),3,,,,,,
PWY0-1319: CDP-diacylglycerol biosynthesis II,3,,,,,,
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,3,,,,,,
PWY0-781: aspartate superpathway,3,,,,,,
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,3,,,,,,
s__Actinomyces_sp_S6_Spd3,3,,,,,,
s__Anaerofilum_sp_An201,3,,,,,,
s__Bacteroides_salyersiae,3,,,,,,
s__Bifidobacterium_pseudocatenulatum,3,,,,,,
s__Citrobacter_freundii,3,,,,,,
s__Clostridium_aldenense,3,,,,,,
s__Clostridium_clostridioforme,3,,,,,,
s__Clostridium_leptum,3,,,,,,
s__Clostridium_scindens,3,,,,,,
s__Coprobacillus_cateniformis,3,,,,,,
s__Eisenbergiella_tayi,3,,,,,,
s__Haemophilus_sp_HMSC71H05,3,,,,,,
s__Klebsiella_oxytoca,3,,,,,,
s__Lactobacillus_plantarum,3,,,,,,
s__Morganella_morganii,3,,,,,,
s__Paraprevotella_xylaniphila,3,,,,,,
s__Roseburia_hominis,3,,,,,,
s__Rothia_dentocariosa,3,,,,,,
s__Ruminococcus_bicirculans,3,,,,,,
s__Ruminococcus_callidus,3,,,,,,
s__Streptococcus_lutetiensis,3,,,,,,
s__Veillonella_rogosae,3,,,,,,
SO4ASSIM-PWY: sulfate reduction I (assimilatory),3,,,,,,
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic),3,,,,,,
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I,2,,,,,,
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),2,,,,,,
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,2,,,,,,
PWY-1361: benzoyl-CoA degradation I (aerobic),2,,,,,,
PWY-2942: L-lysine biosynthesis III,2,,,,,,
PWY-4981: L-proline biosynthesis II (from arginine),2,,,,,,
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol),2,,,,,,
PWY-5484: glycolysis II (from fructose 6-phosphate),2,,,,,,
PWY-5532: adenosine nucleotides degradation IV,2,,,,,,
PWY-5659: GDP-mannose biosynthesis,2,,,,,,
PWY-5838: superpathway of menaquinol-8 biosynthesis I,2,,,,,,
PWY-5913: TCA cycle VI (obligate autotrophs),2,,,,,,
PWY-5973: cis-vaccenate biosynthesis,2,,,,,,
PWY-5989: stearate biosynthesis II (bacteria and plants),2,,,,,,
PWY-6124: inosine-5'-phosphate biosynthesis II,2,,,,,,
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,2,,,,,,
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,2,,,,,,
PWY-6182: superpathway of salicylate degradation,2,,,,,,
PWY-6210: 2-aminophenol degradation,2,,,,,,
PWY-6349: CDP-archaeol biosynthesis,2,,,,,,
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,2,,,,,,
PWY-6609: adenine and adenosine salvage III,2,,,,,,
"PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",2,,,,,,
PWY-6906: chitin derivatives degradation,2,,,,,,
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,2,,,,,,
PWY-7218: photosynthetic 3-hydroxybutanoate biosynthesis (engineered),2,,,,,,
PWY-7221: guanosine ribonucleotides de novo biosynthesis,2,,,,,,
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),2,,,,,,
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",2,,,,,,
PWY-922: mevalonate pathway I,2,,,,,,
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),2,,,,,,
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),2,,,,,,
s__Actinomyces_sp_ICM47,2,,,,,,
s__Alistipes_indistinctus,2,,,,,,
s__Bacteroides_clarus,2,,,,,,
s__Clostridiales_bacterium_1_7_47FAA,2,,,,,,
s__Clostridium_bolteae,2,,,,,,
s__Clostridium_perfringens,2,,,,,,
s__Clostridium_sp_CAG_299,2,,,,,,
s__Dielma_fastidiosa,2,,,,,,
s__Dorea_formicigenerans,2,,,,,,
s__Dorea_sp_CAG_317,2,,,,,,
s__Firmicutes_bacterium_CAG_170,2,,,,,,
s__Lactobacillus_curvatus,2,,,,,,
s__Megamonas_funiformis_CAG_377,2,,,,,,
s__Olsenella_scatoligenes,2,,,,,,
s__Oscillibacter_sp_CAG_241,2,,,,,,
s__Parascardovia_denticolens,2,,,,,,
s__Propionibacterium_acidifaciens,2,,,,,,
s__Roseburia_sp_CAG_303,2,,,,,,
s__Ruminococcaceae_bacterium_D16,2,,,,,,
s__Ruminococcus_sp_CAG_330,2,,,,,,
s__Ruthenibacterium_lactatiformans,2,,,,,,
s__Streptococcus_anginosus_group,2,,,,,,
s__Streptococcus_sp_A12,2,,,,,,
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,2,,,,,,
TCA: TCA cycle I (prokaryotic),2,,,,,,
ANAEROFRUCAT-PWY: homolactic fermentation,1,,,,,,
COA-PWY: coenzyme A biosynthesis I,1,,,,,,
GALACTUROCAT-PWY: D-galacturonate degradation I,1,,,,,,
NONMEVIPP-PWY: methylerythritol phosphate pathway I,1,,,,,,
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I,1,,,,,,
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),1,,,,,,
PWY-5100: pyruvate fermentation to acetate and lactate II,1,,,,,,
PWY-6071: superpathway of phenylethylamine degradation,1,,,,,,
PWY-6107: chlorosalicylate degradation,1,,,,,,
PWY-6305: putrescine biosynthesis IV,1,,,,,,
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),1,,,,,,
PWY-6612: superpathway of tetrahydrofolate biosynthesis,1,,,,,,
PWY-6936: seleno-amino acid biosynthesis,1,,,,,,
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,1,,,,,,
PWY-7664: oleate biosynthesis IV (anaerobic),1,,,,,,
PWY66-400: glycolysis VI (metazoan),1,,,,,,
s__Anaerotruncus_sp_CAG_528,1,,,,,,
s__Bacteroides_faecichinchillae,1,,,,,,
s__Bacteroides_nordii,1,,,,,,
s__Bacteroides_sp_CAG_144,1,,,,,,
s__Bacteroides_sp_CAG_598,1,,,,,,
s__Bacteroides_sp_OM08_11,1,,,,,,
s__Blautia_hydrogenotrophica,1,,,,,,
s__Campylobacter_hominis,1,,,,,,
s__Candidatus_Stoquefichus_sp_KLE1796,1,,,,,,
s__Clostridium_asparagiforme,1,,,,,,
s__Clostridium_sp_CAG_253,1,,,,,,
s__Clostridium_ventriculi,1,,,,,,
s__Collinsella_aerofaciens,1,,,,,,
s__Eggerthella_lenta,1,,,,,,
s__Enterobacter_cloacae_complex,1,,,,,,
s__Firmicutes_bacterium_CAG_791,1,,,,,,
s__Fusobacterium_ulcerans,1,,,,,,
s__Haemophilus_pittmaniae,1,,,,,,
s__Haemophilus_sputorum,1,,,,,,
s__Lachnoclostridium_sp_An118,1,,,,,,
s__Lactobacillus_vaginalis,1,,,,,,
s__Lactococcus_piscium,1,,,,,,
s__Megamonas_hypermegale,1,,,,,,
s__Methanobrevibacter_smithii,1,,,,,,
s__Odoribacter_laneus,1,,,,,,
s__Parabacteroides_merdae,1,,,,,,
s__Paraprevotella_clara,1,,,,,,
s__Ruminococcaceae_bacterium_D5,1,,,,,,
s__Streptococcus_australis,1,,,,,,
s__Streptococcus_infantarius,1,,,,,,
s__Streptococcus_sp_F0442,1,,,,,,
s__Veillonella_dispar,1,,,,,,
s__Weissella_confusa,1,,,,,,
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,1,,,,,,
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,1,,,,,,
TRNA-CHARGING-PWY: tRNA charging,1,,,,,,
